title,images,url,price,time,person_type,city,metro,address,nedvigimost_type,source,listing_type,total_area_sale,km_do_metro,region,city1,coords_lat,coords_lng,ad_type,object_type,total_area,floor,total_floors,property_type_rent,total_area_rent,floor_rent,year,building_type,room_floor,room_total_area,room_category,building_parking,room_finish,room_entrance,room_deposit,time_source_created,time_source_updated,is_actual,floor_sale,property_type_sale,district_only,metro_only,price_per_m2_rent,price_per_m2_sale,city_lng,city_lat,dist_km,price_per_sqm,month
Помещение свободного назначения (121 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/11530546/add.b587f7f26a04312a965d0c3a0754ffc7.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15363439/add.998b779e0406651b3131847937a6ed4d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14896786/add.2d64e977a84e64b6a524251f0577432e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15206320/add.b59a87a4acec2c97f6cffa4c601b88fa.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15037245/add.c0ce9c10b7f4f8d26ad72cb5c8ab9736.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.494bdd5de261e90f16f5b26b34ead225.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14885322/add.f4bd9f9c6ab4a27f39e3515a166f97db.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14333116/add.7960210606e625a16621265035c79bc8.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14333116/add.a5db98ce8444c85bd1363d41be27e0ff.realty-api-vos/large'}]",https://realty.ya.ru/offer/3440720678701826049/,302500.0,2025-01-22 08:04:25,Частное лицо,Башкортостан,,"улица Пушкина, 74",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.723183,55.93504,Сдам,Помещение свободного назначения,121.0,1.0,2.0,Помещение свободного назначения,121.0,1.0,2025.0,,,,,,,,,2025-01-22 08:24:32,2025-01-22 08:24:32,1.0,,,,,2500.0,,55.947499,54.7261409,0.8650319695960252,2500.0,1
"Помещение свободного назначения в Башкортостан, Мишкинский сельсовет, с. Мишкино  (140 м²)",[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-mishkino-2387067486-1.jpg'}],https://www.cian.ru/rent/commercial/268264249,14000.0,2025-01-30 10:30:31,Частное лицо,Башкортостан,,,Сдам,cian.ru,Сдам,,0.0,Башкортостан,Мишкинский сельсовет,55.532497,55.964081,Сдам,Помещение свободного назначения,140.0,1.0,1.0,Помещение свободного назначения,140.0,1.0,2025.0,,,,,,,,,2021-12-21 15:42:10,2025-01-30 10:16:25,1.0,,,,,100.0,,55.9387642,55.5140294,2.599282820765815,100.0,1
Торговая площадь (5 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13282824/add.89e9145ac9446b1a12ce8087309f01e6.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12797795/add.245687352b31752474c2e8bdd44d43bf.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14021747/add.4dde1f7f97bef2efa67f4df41ef9567a.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13814138/add.f813729fdd49843d3b23640b65ff9eda.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/11478854/add.e8b3c7f4cd3d35edb7d27a74df9cb2ac.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14021747/add.3a8668deea8cf337f90fc454b60d150e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13814138/add.c57e7e333a246bb650a4d2a5202fd2f6.realty-api-vos/large'}]",https://realty.ya.ru/offer/3423131410721690881/,5000.0,2025-02-04 10:01:02,Частное лицо,Башкортостан,,"улица Набережная реки Уфы, 3/7",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.760567,56.051533,Сдам,Торговое помещение,5.0,1.0,2.0,Торговое помещение,5.0,1.0,2025.0,,,,,,,,,2025-02-04 10:21:27,2025-02-04 10:21:27,1.0,,,,,1000.0,,55.947499,54.7261409,7.696959854682029,1000.0,2
Помещение свободного назначения (107.5 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12346937/add.e2e5ace09ba8065843c0adf1cc7fcaf5.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10246351/add.bd1724dfb47d75d512b3d5c23a13de0c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.140241f402002ed3c026b59e95a97c9a.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/11909678/add.9c742cde4ca01c5b285b9eeb5b87a233.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15229691/add.2d316853bd0212b5486ef433f84d6518.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14098308/add.f7bf7bc796c01e33254a5c63e6fe109f.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14332645/add.6d9ac2ba18e4e99b1dcafee1aa064508.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13231274/add.8c102f7bcf04a11c3298777b40a37ec4.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13816893/add.c9197c9bc83573b36c3ada4f9916b257.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10129302/add.72153ea1e82ad3277a2fc648f15f51ef.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15229691/add.d55668e4881fb5e0dddd4d15dd81ff4c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14918728/add.c2b455e9faf65b10624b0c9cba8ff24e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12346937/add.1b4f1d602e82a646567d964fa078bd3d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14333116/add.055364be60d1630ce18c7bf245d5a0d8.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14767060/add.b5e41b2f542e0a33f1a33a7b4deab68d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14912514/add.801bf68fc6a3d0e13f1706c708596926.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15229691/add.565ecf2646fc91f613647a12b39632e1.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15389651/add.a9892e708bd0c804528b84f091ed6646.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14912514/add.30908144e03015398bbf5f109e5eb04d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13853239/add.116905cf4ba87bbeac9dcccf8a13d91c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12346937/add.5822e6ef5df51ed92c46b00e20553dbf.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13266466/add.1c1a47e8c3ce7c5b87060c4fd0348740.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.670372ee33f8c5a704723e0ecaaaff62.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13100417/add.67e25aeb0cccac165629e085d7baf8f8.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13266466/add.b4fa04f1d42c8e85650434d4ea4d5ce8.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12728172/add.2f43e7ca66fa4a724aa9faa0b776eeb3.realty-api-vos/large'}]",https://realty.ya.ru/offer/1313874384713968129/,80000.0,2025-02-08 13:04:10,Частное лицо,Башкортостан,,"проспект Октября, 130/3",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.774986,56.03116,Сдам,Помещение свободного назначения,107.5,1.0,6.0,Помещение свободного назначения,107.5,1.0,2025.0,,,,,,,,,2025-02-08 13:13:54,2025-02-08 13:13:54,1.0,,,,,744.1860465116279,,55.947499,54.7261409,7.637055699770764,744.1860465116279,2
Склад (845 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15317712/add.207b1ca8e543e55080b33b671c1ddc21.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15106371/add.d8ca01e75125bd6f1a6f1e8e1acbc657.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13100417/add.5e0a38de368f18e5663ede51e473aa4b.realty-api-vos/large'}]",https://realty.ya.ru/offer/7418384456996889857/,507000.0,2025-02-07 18:05:02,Частное лицо,Башкортостан,,"Трамвайная улица, 2",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.79676,56.060658,Сдам,Складское помещение,845.0,0.0,0.0,Складское помещение,845.0,0.0,2025.0,,,,,,,,,2025-02-07 18:28:21,2025-02-07 18:28:21,1.0,,,,,600.0,,55.947499,54.7261409,10.694344268864729,600.0,2
Производственное помещение (1400 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13920606/add.42f453a91fde2e30e63fb0c492c78494.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14819877/add.e85846bb7c2afd6c4e92ec19755066e6.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10246351/add.512fbb92ce2923df988b296d572fd0a7.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.a26cafb6862a6e03af1768cc72ddf2a7.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12346532/add.248eb03a49e9b5750ecdf8605232e1dc.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15106371/add.f00326f62248ea83d5a188d8fa61bae4.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13814138/add.0c23d1891bb81cf5d7fc77f8d4b53f73.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/11488677/add.7c403e24fd0bbd12cdf15a7f551ea0d6.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14819877/add.fae64912af0f2f29b4b32a786d4d3622.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13293441/add.987256837679f2475019a73ec837952d.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15206320/add.b3d75b59b807c4bc54f8029c5fce03d1.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/12346937/add.50f0089e435ad1099d8ab5be2db845dd.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14918062/add.21accaea93337d1bb062454fefbed82c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.49a939c6f7ae641eb93779a0e5c118f6.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14385517/add.533deaa915ca9b64fd9a839bb1dbac7e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/15239606/add.b1da9c74fed586cf365721c254f5337a.realty-api-vos/large'}]",https://realty.ya.ru/offer/2970474671988777985/,350000.0,2025-02-07 15:10:04,Частное лицо,Башкортостан,,"улица Ульяновых, 65/3",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.83106,56.082542,Сдам,Производственное помещение,1400.0,1.0,1.0,Производственное помещение,1400.0,1.0,2025.0,,,,,,,,,2025-02-07 15:21:47,2025-02-07 15:21:47,1.0,,,,,250.0,,55.947499,54.7261409,14.529555221635585,250.0,2
Склад (9000 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14333116/add.9b0954ea6d2633bb44dc38034b8bdac6.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14293020/add.ad271ce83215364dd31a169c9894346c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10504983/add.b1af9911fe021d43664afd6055fc932f.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14373170/add.268699819ce4845d996af98d60f83402.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/8332981/add.0333cbfcd66e69fedb065129e971232a.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/11478854/add.4a9113a14f0934586174b5166d8c858e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13282824/add.c7a4c5b57f862794ca704776f04eac9f.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14333116/add.7368e197b9a1470279b7906b7a2d3d61.realty-api-vos/large'}]",https://realty.ya.ru/offer/4193361142475406848/,200000.0,2025-02-05 22:04:56,Частное лицо,Башкортостан,,Мокроусовская улица,Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,деревня Мокроусово,54.566917,55.936,Сдам,Складское помещение,9000.0,0.0,0.0,Складское помещение,9000.0,0.0,2025.0,,,,,,,,,2025-02-05 22:28:20,2025-02-05 22:28:20,1.0,,,,,22.22222222222222,,54.566631,55.925755,174.24508199578116,22.22222222222222,2
"Помещение свободного назначения в Башкортостан, Уфимский район, д. Алексеевка Центральная ул., 56/2 (93 м²)",[],https://www.cian.ru/rent/commercial/313697964,35000.0,2025-02-14 17:29:22,Частное лицо,Башкортостан,,"Центральная ул., 56/2",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Уфимский район,54.831037,56.001074,Сдам,Помещение свободного назначения,93.0,1.0,5.0,Помещение свободного назначения,93.0,1.0,2025.0,Жилой дом,,,,,,,,2025-02-14 16:39:11,2025-02-14 16:39:17,1.0,,,,,376.3440860215054,,55.7076278,54.7209784,22.449019791793752,376.3440860215054,2
Торговая площадь (5 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/10246351/add.a2d83f96d00e4c44bc0eccb73622f16e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14767060/add.f58ef35d7cc75e4700001979640c1f27.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14824781/add.16fa33af878081323fb7cf4749a8f78e.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13100417/add.38d5a739afbd5ed30b4f7873b4a11af5.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/13853239/add.7d781813b6b35b8ee76ed05f46c3702c.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14819877/add.7cc2087828705511365629fe3c248f4d.realty-api-vos/large'}]",https://realty.ya.ru/offer/8409822355945998081/,5000.0,2025-02-12 13:01:24,Частное лицо,Башкортостан,,"улица Набережная реки Уфы, 3/7",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Уфа,54.760567,56.051533,Сдам,Торговое помещение,5.0,1.0,2.0,Торговое помещение,5.0,1.0,2025.0,,,,,,,,,2025-02-12 13:18:38,2025-02-12 13:18:38,1.0,,,,,1000.0,,55.947499,54.7261409,7.696959854682029,1000.0,2
"Торговая площадь в Башкортостан, Нефтекамск ул. Карла Маркса, 21 (93 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-neftekamsk-ulica-karla-marksa-2392422015-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-neftekamsk-ulica-karla-marksa-2392436381-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-neftekamsk-ulica-karla-marksa-2392384242-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-neftekamsk-ulica-karla-marksa-2392436388-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-neftekamsk-ulica-karla-marksa-2392422013-1.jpg'}]",https://www.cian.ru/rent/commercial/313248664,115000.0,2025-02-11 19:28:58,Частное лицо,Башкортостан,,"ул. Карла Маркса, 21",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Нефтекамск,56.082044,54.233261,Сдам,Торговое помещение,93.0,1.0,12.0,Торговое помещение,93.0,1.0,2025.0,Жилой дом,,,,,,,,2025-02-04 19:01:09,2025-02-11 19:06:39,1.0,,,,,1236.5591397849462,,54.2478094,56.0884031,1.1466054199987412,1236.5591397849462,2
"Производственное помещение в Башкортостан, Нефтекамск Трактовая ул., 10 (2120 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2406418303-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419040-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419038-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419042-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418321-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418315-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418311-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418356-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418275-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418295-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418367-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419044-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406394975-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419049-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419037-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418285-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406418347-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406419041-1.jpg'}]",https://www.cian.ru/rent/commercial/313902139,530000.0,2025-02-19 13:26:29,Частное лицо,Башкортостан,,"Трактовая ул., 10",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Нефтекамск,56.092501,54.272338,Сдам,Производственное помещение,2120.0,1.0,1.0,Производственное помещение,2120.0,1.0,2025.0,,,,,,,,,2025-02-19 13:07:26,2025-02-19 13:07:36,1.0,,,,,250.0,,54.2478094,56.0884031,1.5883655335400817,250.0,2
"Офис в Башкортостан, Нефтекамск Трактовая ул., 10 (100 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2406393671-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406415077-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406415053-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406415035-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406415058-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406393674-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2406415066-1.jpg'}]",https://www.cian.ru/rent/commercial/313901982,32000.0,2025-02-19 13:26:29,Частное лицо,Башкортостан,,"Трактовая ул., 10",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Нефтекамск,56.092501,54.272338,Сдам,Офисное помещение,100.0,1.0,1.0,Офисное помещение,100.0,1.0,2025.0,,,,,,,,,2025-02-19 13:05:42,2025-02-19 13:05:54,1.0,,,,,320.0,,54.2478094,56.0884031,1.5883655335400817,320.0,2
"Офис в Башкортостан, Туймазы ул. Островского, 44 (40 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tuymazy-ulica-ostrovskogo-2377306743-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tuymazy-ulica-ostrovskogo-2377306741-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tuymazy-ulica-ostrovskogo-2377305461-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/nezhiloe-pomeshcenie-tuymazy-ulica-ostrovskogo-2377306746-1.jpg'}]",https://www.cian.ru/rent/commercial/312518179,45000.0,2025-02-17 22:23:05,Частное лицо,Башкортостан,,"ул. Островского, 44",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Туймазы,54.601996,53.682944,Сдам,Офисное помещение,40.0,1.0,1.0,Офисное помещение,40.0,1.0,2025.0,,,,,,,,,2025-01-18 21:39:52,2025-02-17 21:41:15,1.0,,,,,1125.0,,53.6974004,54.606537,1.059187713038134,1125.0,2
"Торговая площадь в Башкортостан, Уфимский район, с. Булгаково ул. Свободы, 1 (500 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781443-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781437-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402772336-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781457-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781442-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402772344-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781438-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781439-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402772351-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-bulgakovo-ulica-svobody-2402781441-1.jpg'}]",https://www.cian.ru/rent/commercial/313748550,450000.0,2025-02-16 11:25:00,Частное лицо,Башкортостан,,"ул. Свободы, 1",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Уфимский район,54.496155,55.90296,Сдам,Торговое помещение,500.0,2.0,2.0,Торговое помещение,500.0,2.0,2025.0,Помещение свободного назначения,,,,,,,,2025-02-16 10:41:01,2025-02-16 10:42:03,1.0,,,,,900.0,,55.7076278,54.7209784,27.98568595290251,900.0,2
"Офис в Башкортостан, Уфа Силикатная ул., 24/1 (170 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/2408164603-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2408164606-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2408175040-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2408164607-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2408164605-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/2408175264-1.jpg'}]",https://www.cian.ru/rent/commercial/313984685,85000.0,2025-02-24 10:27:57,Частное лицо,Башкортостан,Ленинский,"Силикатная ул., 24/1",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Уфа,54.745287,55.920728,Сдам,Офисное помещение,170.0,2.0,3.0,Офисное помещение,170.0,2.0,2025.0,,,,,,,,,2025-02-21 08:59:38,2025-02-24 09:30:54,1.0,,,Ленинский,,500.0,,55.947499,54.7261409,2.7360898154825537,500.0,2
"Торговая площадь в Башкортостан, Гафурийский район, Красноусольский сельсовет, с. Красноусольский ул. Карла Маркса, 16А (90 м²)","[{'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-krasnousolskiy-karla-marksa-ulica-2408868999-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-krasnousolskiy-karla-marksa-ulica-2408868989-1.jpg'}, {'imgurl': 'https://images.cdn-cian.ru/images/torgovoe-pomeshcenie-krasnousolskiy-karla-marksa-ulica-2408868957-1.jpg'}]",https://www.cian.ru/rent/commercial/313786051,60000.0,2025-02-21 23:24:08,Частное лицо,Башкортостан,,"ул. Карла Маркса, 16А",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Гафурийский район,53.890197,56.470803,Сдам,Торговое помещение,90.0,1.0,1.0,Торговое помещение,90.0,1.0,2025.0,Помещение свободного назначения,,,,,,,,2025-02-17 12:12:05,2025-02-21 22:32:51,1.0,,,,,666.6666666666666,,56.6332797,53.9837314,14.875544548357398,666.6666666666666,2
"Коммерческая земля в Башкортостан, Уфа Центральная ул., 59/3к4 (50.0 га.)",[],https://www.cian.ru/rent/commercial/314285473,30000000.0,2025-02-28 09:27:46,Частное лицо,Башкортостан,Дёмский,"Центральная ул., 59/3к4",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Уфа,54.673424,55.815024,Сдам,Коммерческая земля,50.0,,,Коммерческая земля,50.0,,2025.0,,,,,,,,,2025-02-28 09:18:36,2025-02-28 09:18:37,1.0,,,Дёмский,,600000.0,,55.947499,54.7261409,10.335322189625238,600000.0,2
Торговая площадь (204 м²),"[{'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14912514/add.0f4cd0f137715a155b468b8f031d2758.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14912514/add.de8305d39355a5c924a8c9a87a295427.realty-api-vos/large'}, {'imgurl': 'https://avatars.mds.yandex.net/get-realty-offers/14767060/add.4e5859f96a86ad633f1f78dd38dba61d.realty-api-vos/large'}]",https://realty.ya.ru/offer/8601295449360408065/,220000.0,2025-03-06 12:02:44,Частное лицо,Башкортостан,,"31-й микрорайон, 10",Сдам,realty.yandex.ru,Сдам,,0.0,Башкортостан,Мелеуз,52.967773,55.922516,Сдам,Торговое помещение,204.0,1.0,5.0,Торговое помещение,204.0,1.0,2025.0,,,,,,,,,2025-03-06 12:24:53,2025-03-06 12:24:53,1.0,,,,,1078.4313725490197,,55.928612,52.96328,0.645195507768408,1078.4313725490197,3
"Торговая площадь в Башкортостан, Уфа Айская ул., 83 (66 м²)",[],https://www.cian.ru/rent/commercial/314579962,139000.0,2025-03-06 11:25:51,Частное лицо,Башкортостан,Советский,"Айская ул., 83",Сдам,cian.ru,Сдам,,0.0,Башкортостан,Уфа,54.734929,55.979963,Сдам,Торговое помещение,66.0,1.0,3.0,Торговое помещение,66.0,1.0,2025.0,Жилой дом,,,,,,,,2025-03-06 10:28:49,2025-03-06 10:49:28,1.0,,,Советский,,2106.060606060606,,55.947499,54.7261409,2.302090769332758,2106.060606060606,3
